0.20336	0.21378	0.4508	0.12306	3
0.07533	0.16823	0.44656	0.20811	3
0.22966	0.1173	0.34261	0.16613	3
0.09467	0.1816	0.66253	0.15084	3
0.10215	0.35862	0.54943	0.19743	3
0.35189	0.15673	0.19178	0.11132	1
0.25939	0.18623	0.41462	0.13131	3
0.05795	0.15849	0.38041	0.0649	3
0.29007	0.21422	0.34137	0.07343	3
0.31017	0.33296	0.13148	0.14562	2
0.27385	0.16436	0.35134	0.19607	3
0.21859	0.29936	0.3139	0.17367	3
0.16966	0.19352	0.33647	0.22189	3
0.30473	0.32662	0.24373	0.15983	2
0.34178	0.29983	0.27771	0.18019	1
0.16837	0.26021	0.35462	0.1999	3
0.0855	0.15436	0.60193	0.09105	3
0.26147	0.262	0.31598	0.22241	3
0.38352	0.26257	0.24008	0.10044	1
0.27683	0.37321	0.22887	0.19643	2
0.19134	0.16251	0.49949	0.10732	3
0.44506	0.30954	0.17125	0.1687	1
0.2015	0.2218	0.24967	0.17531	3
0.11358	0.2138	0.56153	0.23479	3
0.30639	0.33781	0.15713	0.31467	2
0.13417	0.32307	0.19235	0.2305	2
0.23305	0.09122	0.57142	0.14353	3
0.28248	0.49519	0.19011	0.10672	2
0.33344	0.20306	0.22975	0.21221	1
0.17607	0.31139	0.48747	0.20957	3
0.09215	0.26809	0.47708	0.17393	3
0.11468	0.21191	0.58219	0.1832	3
0.17475	0.33811	0.30518	0.13005	2
0.21376	0.14144	0.61166	0.04687	3
0.47316	0.27565	0.18596	0.1967	1
0.4181	0.23234	0.29066	0.11377	1
0.21243	0.3084	0.33186	0.05615	3
0.24107	0.14873	0.50305	0.15048	3
0.21956	0.40745	0.22098	0.19056	2
0.22759	0.23952	0.51571	0.27857	3
0.24583	0.15509	0.32552	0.18554	3
0.28853	0.29849	0.23485	0.20127	2
0.45345	0.22258	0.29839	0.16103	1
0.1515	0.21633	0.48224	0.11939	3
0.24263	0.11736	0.43806	0.14053	3
0.30848	0.33948	0.167	0.15256	2
0.32062	0.45059	0.20334	0.24439	2
0.29384	0.18824	0.35619	0.22341	3
0.19815	0.294	0.34847	0.20088	3
0.10743	0.15004	0.52048	0.10004	3
0.11817	0.31209	0.57842	0.28621	3
0.26546	0.18933	0.454	0.09039	3
0.19692	0.17048	0.55859	0.07634	3
0.2379	0.10127	0.44037	0.08722	3
0.25737	0.14634	0.51334	0.07032	3
0.19863	0.18368	0.42635	0.15472	3
0.16192	0.30767	0.49568	0.12895	3
0.22298	0.34767	0.41748	0.288	3
0.22857	0.28081	0.2769	0.07518	2
0.19633	0.24968	0.49483	0.16124	3
0.38962	0.44501	0.27733	0.18657	2
0.12952	0.54948	0.34133	0.2993	2
0.20784	0.22726	0.34939	0.09467	3
0.16348	0.27597	0.4627	0.25766	3
0.28229	0.23554	0.40873	0.12518	3
0.13187	0.14368	0.57238	0.18134	3
0.17989	0.42685	0.242	0.18996	2
0.15145	0.10237	0.43019	0.10975	3
0.38351	0.14805	0.11653	0.14942	1
0.22042	0.29538	0.25683	0.14684	2
0.2011	0.18756	0.49777	0.08205	3
0.10271	0.24596	0.41687	0.21214	3
0.21812	0.41803	0.3122	0.14653	2
0.21747	0.25157	0.6048	0.17194	3
0.40566	0.39713	0.1395	0.29264	1
0.17624	0.07882	0.53276	0.21662	3
0.1335	0.25016	0.48783	0.24903	3
0.17044	0.16775	0.51788	0.1303	3
0.21817	0.36178	0.38077	0.21485	3
0.21426	0.24446	0.23601	0.17138	2
0.09326	0.31024	0.50236	0.06789	3
0.15761	0.17281	0.49483	0.07269	3
0.30698	0.4807	0.20164	0.26235	2
0.12889	0.36895	0.36562	0.22006	2
0.37664	0.13224	0.23855	0.09781	1
0.34723	0.38924	0.13446	0.11168	2
0.2305	0.25519	0.32128	0.08144	3
0.16151	0.2573	0.31086	0.19223	3
0.37346	0.13398	0.30272	0.16884	1
0.15779	0.21822	0.54841	0.2083	3
0.19019	0.19621	0.40393	0.18354	3
0.44725	0.24819	0.18892	0.09285	1
0.2635	0.19873	0.51021	0.13642	3
0.14957	0.26954	0.38844	0.34525	3
0.11971	0.42926	0.47892	0.10875	3
0.23	0.09595	0.59785	0.10654	3
0.44675	0.26965	0.18264	0.11889	1
0.0891	0.51465	0.32776	0.15089	2
0.2029	0.27194	0.43807	0.19789	3
0.2494	0.12542	0.39023	0.1224	3
0.12581	0.11459	0.52449	0.13279	3
0.15743	0.27285	0.32278	0.16124	3
0.37111	0.2953	0.18516	0.08932	1
0.302	0.19832	0.39194	0.12767	3
0.22187	0.23609	0.62577	0.15472	3
0.19081	0.2892	0.40014	0.12619	3
0.40086	0.19302	0.34923	0.14389	1
0.24381	0.32771	0.50229	0.136	3
0.41387	0.36504	0.25366	0.15	1
0.10643	0.28265	0.54755	0.12079	3
0.25365	0.19236	0.41718	0.1516	3
0.3034	0.18377	0.21185	0.19728	1
0.58418	0.19258	0.15836	0.22746	1
0.19461	0.22738	0.24602	0.15209	3
0.13422	0.26301	0.52375	0.14854	3
0.16323	0.26762	0.39303	0.1913	3
0.28236	0.06446	0.24824	0.11423	1
0.19337	0.16753	0.39443	0.06513	3
0.15848	0.25971	0.50399	0.11197	3
0.37662	0.22897	0.35026	0.23934	1
0.26288	0.09097	0.30454	0.14873	3
0.3515	0.25623	0.24165	0.1598	1
0.07703	0.17201	0.72461	0.17567	3
0.18732	0.27688	0.47416	0.2172	3
0.46085	0.23389	0.31918	0.14617	1
0.23632	0.31905	0.25131	0.23308	2
0.38735	0.24995	0.3874	0.12671	3
0.22067	0.0826	0.42613	0.08059	3
0.23299	0.27987	0.55229	0.23065	3
0.09231	0.28198	0.43406	0.04455	3
0.29133	0.3159	0.0755	0.16572	2
0.20738	0.26963	0.31794	0.13392	3
0.42892	0.28998	0.21975	0.24584	1
0.27426	0.15412	0.32355	0.16315	3
0.24628	0.30286	0.27783	0.06304	2
0.32704	0.4874	0.35296	0.30511	2
0.19345	0.11404	0.3345	0.12593	3
0.19948	0.44267	0.24014	0.28043	2
0.24121	0.10785	0.26794	0.0648	3
0.40995	0.19722	0.21278	0.13943	1
0.24814	0.20966	0.29803	0.22295	3
0.53211	0.28428	0.1646	0.25933	1
0.18608	0.19684	0.48686	0.17243	3
0.3051	0.20165	0.45711	0.1427	3
0.28176	0.28292	0.18619	0.13694	2
0.20411	0.17653	0.48432	0.08669	3
0.33117	0.14371	0.22976	0.11572	1
0.28726	0.2589	0.28184	0.22198	1
0.35818	0.2557	0.17828	0.1113	1
0.08661	0.26266	0.71221	0.10554	3
0.2759	0.45082	0.25506	0.19998	2
0.27281	0.11758	0.3954	0.07687	3
0.29981	0.31953	0.18905	0.10646	2
0.16416	0.3539	0.37279	0.24212	3
0.41178	0.19837	0.35954	0.13474	1
0.1129	0.11668	0.55865	0.15067	3
0.31296	0.12465	0.36631	0.04256	3
0.194	0.19844	0.51075	0.19452	3
0.25004	0.18257	0.43907	0.06448	3
0.26149	0.33083	0.35518	0.10318	3
0.33156	0.21892	0.172	0.17654	1
